transaction_id,mall_name,branch_name,transaction_date,tax_amount,transaction_amount,transaction_type,transaction_status
JO-2504-9347-18575,C Mall,C Mall Aqaba,12/02/2025 12:18,0.66,8.96,Sale,Failed
JO-2504-3466-73293,C Mall,C Mall Irbid,12/02/2025 12:12,0.24,3.27,Sale,Failed
JO-2504-4743-76092,Y Mall,Y Mall Shmeisani,12/02/2025 12:03,0.44,5.97,Sale,Failed
JO-2504-1469-32135,Z Mall,Z Mall Al Bayader,12/02/2025 12:00,0.66,8.96,Sale,Failed
JO-2504-8486-33087,Z Mall,Z Mall Gardens,12/02/2025 11:37,0.52,7.07,Sale,Failed
JO-2504-7143-65336,C Mall,C Mall Irbid,12/02/2025 11:33,0.66,8.91,Sale,Failed
JO-2504-6259-79480,Y Mall,Y Mall Tla'a Al-Ali,12/02/2025 11:15,0.24,3.27,Sale,Failed
JO-2504-9496-66084,C Mall,C Mall Amman,12/02/2025 11:04,0.66,8.96,Sale,Failed
JO-2504-6034-44326,Y Mall,Y Mall Tla'a Al-Ali,12/02/2025 10:59,0.72,9.82,Sale,Failed
JO-2504-4025-87512,C Mall,C Mall Aqaba,12/02/2025 10:52,0.81,11,Sale,Failed
JO-2504-7535-90632,C Mall,C Mall Irbid,11/02/2025 19:52,0.28,3.8,Sale,Failed
JO-2504-1604-73290,Y Mall,Y Mall Tla'a Al-Ali,11/02/2025 17:58,1.16,15.57,Sale,Failed
JO-2504-6959-32258,Y Mall,Y Mall Tla'a Al-Ali,11/02/2025 17:55,0.48,6.55,Sale,Failed
JO-2504-9063-38419,Y Mall,Y Mall Dabouq,11/02/2025 17:41,0.6,8.11,Sale,Failed
JO-2504-9439-49130,Y Mall,Y Mall Dabouq,11/02/2025 17:35,0.48,6.57,Sale,Failed
JO-2504-2806-37877,Y Mall,Y Mall Shmeisani,11/02/2025 17:07,0.26,3.57,Sale,Failed
JO-2504-8846-95642,Z Mall,Z Mall Gardens,11/02/2025 16:59,1.48,20.03,Sale,Failed
JO-2504-3934-73219,C Mall,C Mall Irbid,11/02/2025 16:27,0.98,13.27,Sale,Failed
JO-2504-4968-52900,C Mall,C Mall Amman,11/02/2025 16:13,0.36,4.88,Sale,Failed
JO-2504-5291-12660,C Mall,C Mall Aqaba,11/02/2025 16:12,0.45,6.07,Sale,Completed
JO-2504-8492-34817,Z Mall,Z Mall Al Bayader,11/02/2025 16:10,0.6,8.11,Sale,Completed
JO-2504-7755-36118,C Mall,C Mall Irbid,11/02/2025 16:07,0.45,6.07,Sale,Completed
JO-2504-8019-54113,Y Mall,Y Mall Dabouq,11/02/2025 15:50,0.24,3.27,Sale,Completed
JO-2504-6453-83400,Z Mall,Z Mall Al Bayader,11/02/2025 15:47,0.11,1.58,Sale,Completed
JO-2504-5823-29988,Z Mall,Z Mall Al Bayader,11/02/2025 15:33,1.32,17.91,Sale,Completed
JO-2504-1246-66375,Z Mall,Z Mall Gardens,11/02/2025 15:31,0.25,3.4,Sale,Completed
JO-2504-2541-38560,C Mall,C Mall Irbid,11/02/2025 15:18,0.24,3.27,Sale,Completed
JO-2504-3154-69633,Z Mall,Z Mall Al Jubeiha,11/02/2025 15:17,1.65,22.36,Sale,Completed
JO-2504-2485-12385,C Mall,C Mall Amman,11/02/2025 15:11,0.47,6.4,Refund,Completed
JO-2504-3291-97273,Y Mall,Y Mall Dabouq,11/02/2025 15:07,0.24,3.27,Sale,Completed
JO-2504-6933-71668,Y Mall,Y Mall Shmeisani,11/02/2025 14:54,0.24,3.27,Sale,Completed
JO-2504-4467-92457,Z Mall,Z Mall Al Bayader,11/02/2025 14:49,0.66,8.96,Sale,Completed
JO-2504-9887-49830,Y Mall,Y Mall Shmeisani,11/02/2025 14:48,0.66,8.96,Sale,Completed
JO-2504-8236-61884,Y Mall,Y Mall Shmeisani,11/02/2025 14:06,1.59,21.54,Sale,Completed
JO-2504-5064-26964,Y Mall,Y Mall Tla'a Al-Ali,11/02/2025 13:40,0.77,10.43,Sale,Completed
JO-2504-9289-14932,Y Mall,Y Mall Dabouq,11/02/2025 13:39,0.66,8.96,Sale,Completed
JO-2504-6149-43488,Z Mall,Z Mall Al Bayader,11/02/2025 13:36,0.48,6.55,Sale,Completed
JO-2504-6822-39597,C Mall,C Mall Aqaba,11/02/2025 13:25,0.65,8.79,Sale,Completed
JO-2504-3144-50307,C Mall,C Mall Amman,11/02/2025 13:18,0.11,1.48,Sale,Completed
JO-2504-3124-45990,Z Mall,Z Mall Gardens,11/02/2025 12:50,0.24,3.27,Sale,Completed
JO-2504-2187-63799,Y Mall,Y Mall Dabouq,11/02/2025 12:37,0.24,3.27,Refund,Completed
JO-2504-3188-85833,Z Mall,Z Mall Al Jubeiha,11/02/2025 12:33,0.24,3.27,Sale,Completed
JO-2504-8785-20696,Y Mall,Y Mall Tla'a Al-Ali,11/02/2025 12:18,0.48,6.49,Sale,Completed
JO-2504-9245-69430,C Mall,C Mall Amman,11/02/2025 12:12,0.24,3.27,Sale,Completed
JO-2504-2521-57834,C Mall,C Mall Irbid,11/02/2025 11:58,0.66,8.96,Sale,Completed
JO-2504-3827-76338,Y Mall,Y Mall Tla'a Al-Ali,11/02/2025 11:54,0.7,9.47,Sale,Completed
JO-2504-4636-68894,Y Mall,Y Mall Shmeisani,11/02/2025 11:29,0.12,1.56,Sale,Completed
JO-2504-4544-35388,C Mall,C Mall Aqaba,11/02/2025 11:29,0.24,3.27,Sale,Completed
JO-2504-3437-19148,Z Mall,Z Mall Al Bayader,11/02/2025 10:37,0.36,4.77,Sale,Completed
JO-2504-1330-66509,C Mall,C Mall Aqaba,11/02/2025 10:36,0.24,3.27,Sale,Completed
JO-2504-2929-94732,Z Mall,Z Mall Al Jubeiha,11/02/2025 10:08,0.36,4.88,Sale,Completed
JO-2504-8080-83690,Z Mall,Z Mall Gardens,10/02/2025 18:59,2.46,33.17,Sale,Completed
JO-2504-2288-20650,C Mall,C Mall Irbid,10/02/2025 18:15,1,13.5,Sale,Completed
JO-2504-4379-74461,Y Mall,Y Mall Tla'a Al-Ali,10/02/2025 17:34,0.36,4.77,Sale,Completed
JO-2504-5189-58317,Y Mall,Y Mall Tla'a Al-Ali,10/02/2025 17:33,0.82,11.01,Sale,Completed
JO-2504-2530-18075,Y Mall,Y Mall Shmeisani,10/02/2025 17:30,0.06,0.8,Sale,Completed
JO-2504-9892-72113,Y Mall,Y Mall Shmeisani,10/02/2025 17:22,2,26.89,Sale,Completed
JO-2504-8231-69498,Z Mall,Z Mall Gardens,10/02/2025 17:21,0.66,8.96,Sale,Completed
JO-2504-1788-61918,Z Mall,Z Mall Gardens,10/02/2025 17:03,0.36,4.77,Sale,Completed
JO-2504-9357-30334,Y Mall,Y Mall Shmeisani,10/02/2025 16:48,1.66,22.45,Sale,Completed
JO-2504-5546-16461,Z Mall,Z Mall Gardens,10/02/2025 16:39,0.56,7.49,Sale,Completed
JO-2504-9306-74323,C Mall,C Mall Irbid,10/02/2025 16:37,1.02,13.73,Sale,Completed
JO-2504-3408-98813,C Mall,C Mall Irbid,10/02/2025 16:24,1.32,17.91,Sale,Completed
JO-2504-8479-61042,Y Mall,Y Mall Dabouq,10/02/2025 16:21,0.65,8.79,Sale,Completed
JO-2504-2112-50001,Y Mall,Y Mall Dabouq,10/02/2025 16:00,0.24,3.27,Sale,Completed
JO-2504-9109-12763,Z Mall,Z Mall Al Jubeiha,10/02/2025 15:35,0.24,3.27,Sale,Completed
JO-2504-9345-53874,Z Mall,Z Mall Gardens,10/02/2025 15:20,0.66,8.96,Sale,Completed
JO-2504-8927-42768,Z Mall,Z Mall Al Jubeiha,10/02/2025 15:14,1.02,13.73,Sale,Completed
JO-2504-1382-64677,C Mall,C Mall Aqaba,10/02/2025 15:03,0.48,6.55,Sale,Completed
JO-2504-5825-90850,C Mall,C Mall Aqaba,10/02/2025 14:52,0.71,9.74,Sale,Completed
JO-2504-5007-30537,Y Mall,Y Mall Dabouq,10/02/2025 14:50,0.05,0.68,Sale,Completed
JO-2504-7500-44818,Y Mall,Y Mall Tla'a Al-Ali,10/02/2025 14:50,0.66,8.96,Sale,Completed
JO-2504-2441-87299,Y Mall,Y Mall Shmeisani,10/02/2025 14:47,0.94,12.7,Sale,Completed
JO-2504-4890-21975,Z Mall,Z Mall Al Bayader,10/02/2025 14:30,0.66,8.96,Sale,Completed
JO-2504-1043-52623,Z Mall,Z Mall Al Jubeiha,10/02/2025 14:30,0.66,8.96,Sale,Completed
JO-2504-7441-82544,C Mall,C Mall Aqaba,10/02/2025 14:28,0.24,3.27,Sale,Completed
JO-2504-7671-94612,C Mall,C Mall Irbid,10/02/2025 14:27,0.24,3.27,Sale,Completed
JO-2504-1467-45512,Z Mall,Z Mall Al Bayader,10/02/2025 14:26,0.28,3.8,Sale,Completed
JO-2504-1047-75689,Y Mall,Y Mall Tla'a Al-Ali,10/02/2025 14:25,0.24,3.27,Sale,Completed
JO-2504-3520-22238,Y Mall,Y Mall Shmeisani,10/02/2025 14:24,0.48,6.55,Sale,Completed
JO-2504-4632-30854,C Mall,C Mall Aqaba,10/02/2025 14:23,0.5,6.75,Sale,Completed
JO-2504-4764-47135,Y Mall,Y Mall Tla'a Al-Ali,10/02/2025 14:19,0.65,8.79,Sale,Completed
JO-2504-4833-64502,Y Mall,Y Mall Shmeisani,10/02/2025 14:12,1.32,17.91,Sale,Completed
JO-2504-8894-50114,Y Mall,Y Mall Tla'a Al-Ali,10/02/2025 13:49,0.66,8.96,Sale,Completed
JO-2504-9500-95146,Z Mall,Z Mall Al Jubeiha,10/02/2025 13:44,0.24,3.27,Sale,Completed
JO-2504-5638-53472,Y Mall,Y Mall Tla'a Al-Ali,10/02/2025 13:29,0.24,3.27,Sale,Completed
JO-2504-3187-15647,C Mall,C Mall Irbid,10/02/2025 13:17,0.24,3.27,Sale,Completed
JO-2504-9642-23204,Z Mall,Z Mall Al Bayader,10/02/2025 13:17,0.24,3.27,Sale,Completed
JO-2504-7447-57483,Z Mall,Z Mall Al Jubeiha,10/02/2025 13:16,0.24,3.27,Sale,Completed
JO-2504-9237-75890,C Mall,C Mall Aqaba,10/02/2025 13:13,0.48,6.55,Sale,Completed
JO-2504-2257-19883,Y Mall,Y Mall Shmeisani,10/02/2025 13:09,1.63,21.97,Sale,Completed
JO-2504-1898-51088,Y Mall,Y Mall Dabouq,10/02/2025 13:02,0.24,3.27,Sale,Completed
JO-2504-2168-92698,C Mall,C Mall Amman,10/02/2025 12:52,0.09,1.2,Sale,Completed
JO-2504-4421-75686,Y Mall,Y Mall Shmeisani,10/02/2025 12:24,0.24,3.27,Sale,Completed
JO-2504-5049-57765,C Mall,C Mall Aqaba,10/02/2025 12:24,0.24,3.27,Sale,Completed
JO-2504-8608-79901,C Mall,C Mall Amman,10/02/2025 12:22,0.66,8.96,Sale,Completed
JO-2504-3207-71090,Y Mall,Y Mall Shmeisani,10/02/2025 12:09,0.75,9.99,Sale,Completed
JO-2504-8418-42082,Y Mall,Y Mall Shmeisani,10/02/2025 11:25,0.24,3.27,Sale,Completed
JO-2504-6973-20028,Z Mall,Z Mall Al Bayader,10/02/2025 10:58,0.36,4.88,Sale,Completed
JO-2504-9614-43492,Z Mall,Z Mall Gardens,10/02/2025 10:55,0.41,5.45,Sale,Completed
JO-2504-7007-49768,Y Mall,Y Mall Shmeisani,10/02/2025 10:54,0.41,5.45,Sale,Completed
JO-2504-8526-22382,C Mall,C Mall Irbid,10/02/2025 10:53,0.36,4.77,Sale,Completed
JO-2504-3738-93604,C Mall,C Mall Aqaba,10/02/2025 10:51,0.24,3.27,Refund,Completed
JO-2504-6204-80221,Y Mall,Y Mall Tla'a Al-Ali,10/02/2025 10:10,1.48,19.96,Sale,Completed
JO-2504-5139-29417,Y Mall,Y Mall Tla'a Al-Ali,10/02/2025 9:44,0.28,3.8,Sale,Completed
JO-2504-1654-54373,C Mall,C Mall Irbid,10/02/2025 9:19,0.41,5.45,Sale,Completed
JO-2504-3572-99079,C Mall,C Mall Aqaba,09/02/2025 19:44,0.66,8.96,Sale,Completed
JO-2504-7359-90026,C Mall,C Mall Aqaba,09/02/2025 19:30,1.57,21.21,Sale,Completed
JO-2504-7122-64353,Z Mall,Z Mall Al Bayader,09/02/2025 19:23,0.37,4.91,Sale,Completed
JO-2504-6556-59482,Y Mall,Y Mall Tla'a Al-Ali,09/02/2025 19:21,0.24,3.27,Sale,Completed
JO-2504-5913-14305,Z Mall,Z Mall Al Jubeiha,09/02/2025 17:51,0.66,8.96,Sale,Completed
JO-2504-5401-63347,Z Mall,Z Mall Al Bayader,09/02/2025 17:49,0.42,5.72,Sale,Completed
JO-2504-3327-53744,Y Mall,Y Mall Shmeisani,09/02/2025 17:34,0.34,4.54,Sale,Completed
JO-2504-1825-12944,C Mall,C Mall Aqaba,09/02/2025 17:27,0.45,6.07,Sale,Completed
JO-2504-2076-70368,Z Mall,Z Mall Al Jubeiha,09/02/2025 17:20,0.15,2.04,Sale,Completed
JO-2504-8038-58658,Z Mall,Z Mall Al Bayader,09/02/2025 17:19,0.11,1.46,Sale,Completed
JO-2504-5937-74395,Y Mall,Y Mall Shmeisani,09/02/2025 17:19,0.48,6.55,Sale,Completed
JO-2504-3907-20831,C Mall,C Mall Irbid,09/02/2025 17:12,0.87,11.79,Sale,Completed
JO-2504-7826-84199,Y Mall,Y Mall Shmeisani,09/02/2025 17:10,0.05,0.68,Sale,Completed
JO-2504-9270-86839,C Mall,C Mall Aqaba,09/02/2025 17:04,0.69,9.25,Sale,Completed
JO-2504-9884-19049,Z Mall,Z Mall Gardens,09/02/2025 16:28,0.66,8.96,Sale,Completed
JO-2504-2486-89060,Z Mall,Z Mall Al Jubeiha,09/02/2025 16:24,0.71,9.64,Sale,Completed
JO-2504-4998-71746,Y Mall,Y Mall Dabouq,09/02/2025 16:23,0.66,8.96,Sale,Completed
JO-2504-8057-36070,C Mall,C Mall Irbid,09/02/2025 15:09,0.24,3.27,Sale,Completed
JO-2504-3815-76570,Y Mall,Y Mall Dabouq,09/02/2025 15:03,0.48,6.55,Sale,Completed
JO-2504-9220-90857,Z Mall,Z Mall Al Jubeiha,09/02/2025 14:58,0.66,8.96,Sale,Completed
JO-2504-3941-70301,C Mall,C Mall Amman,09/02/2025 14:53,0.25,3.35,Sale,Completed
JO-2504-1381-25931,Z Mall,Z Mall Gardens,09/02/2025 14:46,0.48,6.49,Sale,Completed
JO-2504-1760-30220,C Mall,C Mall Irbid,09/02/2025 13:54,0.06,0.8,Sale,Completed
JO-2504-3967-39252,Y Mall,Y Mall Tla'a Al-Ali,09/02/2025 13:39,0.48,6.55,Sale,Completed
JO-2504-4889-45604,Y Mall,Y Mall Tla'a Al-Ali,09/02/2025 13:16,0.72,9.82,Sale,Completed
JO-2504-6599-95938,Z Mall,Z Mall Al Bayader,09/02/2025 13:14,0.24,3.27,Sale,Completed
JO-2504-9860-32164,Y Mall,Y Mall Dabouq,09/02/2025 13:14,0.05,0.68,Sale,Completed
JO-2504-4536-22324,Y Mall,Y Mall Shmeisani,09/02/2025 12:59,0.66,8.96,Sale,Completed
JO-2504-7431-15415,C Mall,C Mall Amman,09/02/2025 12:44,0.24,3.27,Sale,Completed
JO-2504-2421-46400,Y Mall,Y Mall Dabouq,09/02/2025 12:44,0.44,5.97,Sale,Completed
JO-2504-2953-73207,Y Mall,Y Mall Dabouq,09/02/2025 12:41,0.24,3.27,Sale,Completed
JO-2504-7948-97010,Y Mall,Y Mall Shmeisani,09/02/2025 12:27,0.66,8.96,Sale,Completed
JO-2504-9966-71315,Y Mall,Y Mall Dabouq,09/02/2025 12:18,0.24,3.27,Sale,Completed
JO-2504-2739-77634,Z Mall,Z Mall Al Jubeiha,09/02/2025 11:46,0.57,7.61,Sale,Completed
JO-2504-1378-41334,Z Mall,Z Mall Al Bayader,09/02/2025 11:43,0.66,8.96,Sale,Completed
JO-2504-9752-89830,Z Mall,Z Mall Gardens,09/02/2025 11:41,0.97,13.11,Sale,Completed
JO-2504-8253-20148,Y Mall,Y Mall Shmeisani,09/02/2025 11:05,0.5,6.8,Sale,Completed
JO-2504-7988-24181,Y Mall,Y Mall Shmeisani,09/02/2025 10:55,0.25,3.35,Sale,Completed
JO-2504-2314-27821,Y Mall,Y Mall Dabouq,09/02/2025 10:50,0.76,10.11,Sale,Completed
JO-2504-3042-50548,Z Mall,Z Mall Al Jubeiha,09/02/2025 10:21,0.66,8.96,Sale,Completed
JO-2504-4405-52601,Z Mall,Z Mall Al Bayader,09/02/2025 9:58,0.66,8.96,Sale,Completed
JO-2504-8094-48238,Z Mall,Z Mall Al Bayader,09/02/2025 9:56,1.03,13.84,Sale,Completed
JO-2504-5969-64215,C Mall,C Mall Irbid,09/02/2025 9:35,1.09,14.78,Sale,Completed
JO-2504-2101-43976,C Mall,C Mall Irbid,08/02/2025 19:32,0.24,3.27,Sale,Completed
JO-2504-5251-95723,Y Mall,Y Mall Tla'a Al-Ali,08/02/2025 18:52,0.92,12.42,Sale,Completed
JO-2504-3270-88937,Z Mall,Z Mall Al Bayader,08/02/2025 18:23,0.71,9.69,Sale,Completed
JO-2504-9940-86073,Z Mall,Z Mall Al Jubeiha,08/02/2025 18:11,0.27,3.68,Sale,Completed
JO-2504-4782-76234,Y Mall,Y Mall Tla'a Al-Ali,08/02/2025 17:50,0.41,5.56,Sale,Completed
JO-2504-5071-41645,Y Mall,Y Mall Shmeisani,08/02/2025 17:32,0.75,9.99,Sale,Completed
JO-2504-6052-23016,C Mall,C Mall Aqaba,08/02/2025 16:45,0.89,12.04,Sale,Completed
JO-2504-3580-36220,Y Mall,Y Mall Shmeisani,08/02/2025 16:37,0.57,7.61,Sale,Completed
JO-2504-2874-19275,Z Mall,Z Mall Al Bayader,08/02/2025 16:27,2.81,38.09,Sale,Completed
JO-2504-1963-89635,Z Mall,Z Mall Al Jubeiha,08/02/2025 16:23,0.14,1.93,Sale,Completed
JO-2504-1356-82286,C Mall,C Mall Amman,08/02/2025 16:01,0.77,10.43,Sale,Completed
JO-2504-4942-51235,Z Mall,Z Mall Gardens,08/02/2025 15:45,0.24,3.27,Sale,Completed
JO-2504-6012-78735,Z Mall,Z Mall Al Jubeiha,08/02/2025 15:44,0.75,10.01,Sale,Completed
JO-2504-4946-15251,Y Mall,Y Mall Shmeisani,08/02/2025 15:42,0.47,6.4,Sale,Completed
JO-2504-4864-55367,Y Mall,Y Mall Shmeisani,08/02/2025 15:36,0.48,6.55,Sale,Completed
JO-2504-1272-79855,C Mall,C Mall Irbid,08/02/2025 15:35,0.41,5.45,Sale,Completed
JO-2504-4518-93002,Z Mall,Z Mall Al Jubeiha,08/02/2025 15:32,0.47,6.4,Sale,Completed
JO-2504-4715-75484,C Mall,C Mall Amman,08/02/2025 15:20,1.43,19.25,Sale,Completed
JO-2504-5782-44122,C Mall,C Mall Aqaba,08/02/2025 15:12,0.66,8.96,Sale,Completed
JO-2504-7814-30510,Y Mall,Y Mall Shmeisani,08/02/2025 14:56,0.66,8.96,Sale,Completed
JO-2504-2633-89175,Y Mall,Y Mall Dabouq,08/02/2025 14:34,0.37,4.99,Sale,Completed
JO-2504-6492-16511,C Mall,C Mall Irbid,08/02/2025 14:26,0.72,9.79,Sale,Completed
JO-2504-1417-28837,C Mall,C Mall Irbid,08/02/2025 14:02,0.66,8.96,Sale,Completed
JO-2504-1019-84831,Y Mall,Y Mall Shmeisani,08/02/2025 13:55,0.82,11.01,Sale,Completed
JO-2504-5177-91993,Y Mall,Y Mall Dabouq,08/02/2025 13:49,0.75,10.01,Sale,Completed
JO-2504-1549-66457,Y Mall,Y Mall Tla'a Al-Ali,08/02/2025 13:47,0.24,3.27,Sale,Completed
JO-2504-6785-53096,Z Mall,Z Mall Gardens,08/02/2025 13:36,0.66,8.96,Refund,Completed
JO-2504-2806-30807,Z Mall,Z Mall Al Bayader,08/02/2025 13:30,1.03,13.95,Sale,Completed
JO-2504-7165-47213,Y Mall,Y Mall Dabouq,08/02/2025 13:24,0.48,6.55,Sale,Completed
JO-2504-5452-74615,C Mall,C Mall Amman,08/02/2025 13:19,0.1,1.27,Sale,Completed
JO-2504-6539-85079,Y Mall,Y Mall Dabouq,08/02/2025 13:12,0.48,6.55,Sale,Completed
JO-2504-5639-98340,C Mall,C Mall Amman,08/02/2025 13:09,0.24,3.27,Sale,Completed
JO-2504-7826-94607,Y Mall,Y Mall Dabouq,08/02/2025 13:06,0.48,6.55,Sale,Completed
JO-2504-7319-16538,Z Mall,Z Mall Gardens,08/02/2025 12:45,1.03,13.86,Sale,Completed
JO-2504-1557-65186,Y Mall,Y Mall Tla'a Al-Ali,08/02/2025 12:41,0.87,11.71,Sale,Completed
JO-2504-7727-67228,Y Mall,Y Mall Shmeisani,08/02/2025 12:22,0.77,10.37,Sale,Completed
JO-2504-8694-51933,Y Mall,Y Mall Tla'a Al-Ali,08/02/2025 12:21,0.05,0.68,Sale,Completed
JO-2504-3992-21728,Y Mall,Y Mall Tla'a Al-Ali,08/02/2025 12:17,0.5,6.8,Sale,Completed
JO-2504-3728-82657,Z Mall,Z Mall Al Bayader,08/02/2025 12:14,0.42,5.67,Sale,Completed
JO-2504-4185-93445,Y Mall,Y Mall Tla'a Al-Ali,08/02/2025 12:06,0.24,3.27,Sale,Completed
JO-2504-8778-33341,Y Mall,Y Mall Dabouq,08/02/2025 11:31,1.21,16.33,Sale,Completed
JO-2504-2417-29470,C Mall,C Mall Amman,08/02/2025 11:24,0.81,11,Sale,Completed
JO-2504-5227-10794,Z Mall,Z Mall Al Jubeiha,08/02/2025 11:22,0.19,2.53,Sale,Completed
JO-2504-6444-30068,C Mall,C Mall Amman,08/02/2025 11:17,0.24,3.27,Sale,Completed
JO-2504-9873-62276,Z Mall,Z Mall Gardens,08/02/2025 11:13,0.24,3.27,Sale,Completed
JO-2504-8162-39187,Y Mall,Y Mall Tla'a Al-Ali,08/02/2025 11:10,0.24,3.27,Sale,Completed
JO-2504-1237-28968,Z Mall,Z Mall Al Jubeiha,08/02/2025 10:30,1.45,19.62,Sale,Completed
JO-2504-7018-47773,Z Mall,Z Mall Al Jubeiha,07/02/2025 19:31,0.75,10.01,Sale,Completed
JO-2504-4757-28565,Z Mall,Z Mall Al Jubeiha,07/02/2025 19:16,0.87,11.79,Sale,Completed
JO-2504-3524-65238,Y Mall,Y Mall Dabouq,07/02/2025 19:08,0.49,6.67,Sale,Completed
JO-2504-7820-46955,C Mall,C Mall Amman,07/02/2025 19:04,0.34,4.54,Sale,Completed
JO-2504-8525-50613,C Mall,C Mall Aqaba,07/02/2025 19:03,1.31,17.74,Sale,Completed
JO-2504-5658-55592,Z Mall,Z Mall Al Bayader,07/02/2025 19:01,0.05,0.68,Sale,Completed
JO-2504-9268-64764,Y Mall,Y Mall Shmeisani,07/02/2025 18:59,0.44,6.02,Sale,Completed
JO-2504-8497-60155,Y Mall,Y Mall Tla'a Al-Ali,07/02/2025 18:32,3.24,43.73,Sale,Completed
JO-2504-1740-37989,C Mall,C Mall Aqaba,07/02/2025 18:30,0.72,9.82,Sale,Completed
JO-2504-1441-61936,C Mall,C Mall Aqaba,07/02/2025 18:20,1.5,20.21,Sale,Completed
JO-2504-6394-30366,Z Mall,Z Mall Al Bayader,07/02/2025 17:54,0.75,10.01,Sale,Completed
JO-2504-5372-72205,Z Mall,Z Mall Gardens,07/02/2025 17:06,0.66,8.96,Sale,Completed
JO-2504-5696-53881,C Mall,C Mall Aqaba,07/02/2025 16:20,1.22,16.45,Sale,Completed
JO-2504-2735-10191,Y Mall,Y Mall Tla'a Al-Ali,07/02/2025 16:14,0.66,8.96,Sale,Completed
JO-2504-7134-99873,C Mall,C Mall Aqaba,07/02/2025 16:10,0.24,3.27,Sale,Completed
JO-2504-8114-97429,Z Mall,Z Mall Al Jubeiha,07/02/2025 16:10,1.06,14.28,Sale,Completed
JO-2504-5907-66604,Z Mall,Z Mall Al Bayader,07/02/2025 16:09,0.66,8.96,Sale,Completed
JO-2504-4247-84481,Y Mall,Y Mall Shmeisani,07/02/2025 15:59,0.66,8.96,Sale,Completed
JO-2504-2019-76499,Z Mall,Z Mall Gardens,07/02/2025 15:50,0.66,8.96,Sale,Completed
JO-2504-6240-93575,Z Mall,Z Mall Al Jubeiha,07/02/2025 15:44,0.11,1.48,Sale,Completed
JO-2504-5956-55003,Z Mall,Z Mall Al Jubeiha,07/02/2025 15:36,0.6,8.11,Sale,Completed
JO-2504-3958-99123,Z Mall,Z Mall Al Bayader,07/02/2025 15:34,0.36,4.88,Sale,Completed
JO-2504-3805-13700,Y Mall,Y Mall Tla'a Al-Ali,07/02/2025 15:30,0.24,3.27,Sale,Completed
JO-2504-8955-32705,Y Mall,Y Mall Shmeisani,07/02/2025 15:18,0.32,4.21,Sale,Completed
JO-2504-7780-34461,Z Mall,Z Mall Al Bayader,07/02/2025 15:13,0.36,4.77,Sale,Completed
JO-2504-4925-33539,Z Mall,Z Mall Al Jubeiha,07/02/2025 15:08,0.66,8.96,Sale,Completed
JO-2504-7862-96741,Y Mall,Y Mall Tla'a Al-Ali,07/02/2025 15:05,0.48,6.55,Sale,Completed
JO-2504-6163-64638,C Mall,C Mall Irbid,07/02/2025 14:57,1.32,17.91,Sale,Completed
JO-2504-3067-52410,Z Mall,Z Mall Gardens,07/02/2025 14:48,1.32,17.91,Sale,Completed
JO-2504-9950-75300,Y Mall,Y Mall Shmeisani,07/02/2025 14:46,0.66,8.96,Sale,Completed
JO-2504-1862-87424,Y Mall,Y Mall Dabouq,07/02/2025 14:42,0.05,0.68,Sale,Completed
JO-2504-8142-40397,Z Mall,Z Mall Al Bayader,07/02/2025 14:40,0.36,4.88,Sale,Completed
JO-2504-8159-96794,Z Mall,Z Mall Gardens,07/02/2025 14:31,0.66,8.96,Sale,Completed
JO-2504-7906-43967,Z Mall,Z Mall Al Jubeiha,07/02/2025 14:23,0.24,3.27,Sale,Completed
JO-2504-4063-25859,C Mall,C Mall Amman,07/02/2025 14:21,1.07,14.41,Sale,Completed
JO-2504-3541-81850,C Mall,C Mall Amman,07/02/2025 14:06,0.06,0.8,Sale,Completed
JO-2504-1404-29343,Y Mall,Y Mall Dabouq,07/02/2025 13:59,0.57,7.61,Sale,Completed
JO-2504-3975-50531,Z Mall,Z Mall Gardens,07/02/2025 13:58,0.39,5.22,Sale,Completed
JO-2504-3115-65857,Z Mall,Z Mall Al Jubeiha,07/02/2025 13:33,1.21,16.29,Sale,Completed
JO-2504-7425-52083,Z Mall,Z Mall Al Jubeiha,07/02/2025 13:33,0.42,5.72,Sale,Completed
JO-2504-1321-47509,Z Mall,Z Mall Al Jubeiha,07/02/2025 13:31,0.24,3.27,Sale,Completed
JO-2504-5704-12100,Z Mall,Z Mall Al Bayader,07/02/2025 13:20,0.09,1.2,Sale,Completed
JO-2504-5294-74112,Z Mall,Z Mall Al Jubeiha,07/02/2025 13:18,0.24,3.27,Sale,Completed
JO-2504-2444-78624,C Mall,C Mall Amman,07/02/2025 13:17,0.24,3.27,Sale,Completed
JO-2504-2634-31391,C Mall,C Mall Irbid,07/02/2025 13:12,0.66,8.96,Sale,Completed
JO-2504-9885-75952,Z Mall,Z Mall Al Bayader,07/02/2025 13:11,0.25,3.4,Sale,Completed
JO-2504-9791-58819,C Mall,C Mall Amman,07/02/2025 13:10,0.25,3.4,Sale,Completed
JO-2504-1983-25099,C Mall,C Mall Irbid,07/02/2025 13:05,0.1,1.36,Sale,Completed
JO-2504-7792-11782,Y Mall,Y Mall Shmeisani,07/02/2025 12:51,0.66,8.96,Sale,Completed
JO-2504-5135-45607,Z Mall,Z Mall Al Jubeiha,07/02/2025 12:49,1.46,19.73,Sale,Completed
JO-2504-7113-88752,C Mall,C Mall Aqaba,07/02/2025 12:37,0.66,8.96,Sale,Completed
